Willie Brothers Steak & Cheese,https://www.google.co.id/maps/place/Willie+Brothers+Steak+%26+Cheese/,https://lh5.googleusercontent.com/p/AF1QipPV9Pw85qKJLCPyG_qBj2Dxehv7_Np3JXzCsuoF=w426-h240-k-no,Steak house,"Jl. Pesanggrahan No.9, Meruya Utara, Kec. Kembangan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11620, Indonesia",williebrothers.com,+62 21 58903684,"RQ44+75 North Meruya, West Jakarta City, Jakarta, Indonesia"
Kantin Kendal,https://www.google.co.id/maps/place/Kantin+Kendal/,https://lh5.googleusercontent.com/p/AF1QipNvRhyUAQwkMSBYDNGgR69_wY4aBeWVL9PM0qYn=w408-h272-k-no,Indonesian restaurant,"Jl. Kendal No.1 RT.10/RW.6 Menteng, RT.10/RW.6, Dukuh Atas, Kec. Menteng, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10310, Indonesia",+62 812-3488-8999,"QRWG+RQ Menteng, Central Jakarta City, Jakarta, Indonesia",Reviews
Maharaja Super Cake Pondok Kopi,https://www.google.co.id/maps/place/Maharaja+Super+Cake+Pondok+Kopi/,https://lh5.googleusercontent.com/p/AF1QipOgqnjdNrIfdGuQgUDRRAhONN20OHxCjwh0EUPJ=w408-h306-k-no,Cake shop,"Jl. Robusta Raya No.146, Pd. Kopi, Kec. Duren Sawit, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13460, Indonesia",+62 21 86601874,"QWFV+G4 Pondok Kopi, East Jakarta City, Jakarta, Indonesia",Claim this business
Richeese Factory Tanjung Duren,https://www.google.co.id/maps/place/Richeese+Factory+Tanjung+Duren/,https://lh5.googleusercontent.com/p/AF1QipO2Ij2yraBk2LsiJMQpFZIIGlDkDP4enqSr98Uh=w408-h306-k-no,Fast food restaurant,"Ruko Duren Square Ruko LA-LB, Jl. Tanjung Duren Raya No.RT.1, RW.5, Tj. Duren Utara, Kec. Grogol petamburan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11510, Indonesia",richeesefactory.com,"RQGQ+F4 North Tanjung Duren, West Jakarta City, Jakarta, Indonesia",Manage this listing
Fried Chicken Geprek GIAN,https://www.google.co.id/maps/place/Fried+Chicken+Geprek+GIAN/,https://lh5.googleusercontent.com/p/AF1QipOADgvpK30XArs5P4T5TvSK-fTDW-OzDU0pEZ5Y=w408-h544-k-no,Chicken restaurant,"JL. Howitzer Raya Kav 920 No.4B, RT.2/RW.4, Sumur Batu, Kec. Kemayoran, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10640, Indonesia",business.site,+62 21 4222798,"RVP9+RG Sumur Batu, Central Jakarta City, Jakarta, Indonesia"
Riola Kitchen,https://www.google.co.id/maps/place/Riola+Kitchen/,https://lh5.googleusercontent.com/p/AF1QipNN-kinXJozWKl3TyUCtrx5BxC1WdBJ-tvdWMtP=w408-h306-k-no,Bakery,Opens at 6:00 am,+62 813-1002-7419,Reviews,About this data
Pizza Hut Delivery - PHD Indonesia,https://www.google.co.id/maps/place/Pizza+Hut+Delivery+-+PHD+Indonesia/,https://lh5.googleusercontent.com/p/AF1QipPnjVsU8zzL_Eqto3iQP4mKKthIkX6tgC8Wo4Ne=w408-h306-k-no,Pizza takeaway,"Jl. KH. Hasyim Ashari No.27, Petojo Utara, Kecamatan Gambir, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10130, Indonesia",phd.co.id,+62 1 500 600,"RRM6+M9 North Petojo, Central Jakarta City, Jakarta, Indonesia"
Kedai Roti Kobi - Kelapa Gading,https://www.google.co.id/maps/place/Kedai+Roti+Kobi+-+Kelapa+Gading/,https://lh5.googleusercontent.com/p/AF1QipORN-cafRsUkZNJAkimeXdSeFkXHddjsWwQpRTp=w408-h306-k-no,Fast food restaurant,"Blok O-1, Jl. Raya Klp. Kopyor No.9, RW.2, Klp. Gading Tim., Kec. Klp. Gading, Kota Jkt Utara, Daerah Khusus Ibukota Jakarta 14240, Indonesia",+62 821-2550-9149,"RWJ2+2X East Kelapa Gading, North Jakarta City, Jakarta, Indonesia",Reviews
Melly's Garden,https://www.google.co.id/maps/place/Melly's+Garden/,https://lh5.googleusercontent.com/p/AF1QipP9t_giecoTE3zmsqKiXVQr6PJS_fFzcSeuTQpz=w408-h305-k-no,Pub,"Jl. Kebon Sirih Timur No.37-39, RW.5, Kb. Sirih, Kec. Menteng, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10340, Indonesia",youtu.be,+62 813-1604-4666,"RR8J+83 Kebon Sirih, Central Jakarta City, Jakarta, Indonesia"
Nasi Goreng Gila Gondrong Obama 01 Menteng,https://www.google.co.id/maps/place/Nasi+Goreng+Gila+Gondrong+Obama+01+Menteng/,https://lh5.googleusercontent.com/p/AF1QipPtNnI58kYaQb1KLYyFItxFqFteaBe-xhZTte5Q=w426-h240-k-no,Nasi goreng restaurant,"Jl. Besuki No.1, RW.5, Menteng, Kec. Menteng, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10310, Indonesia","RR2H+JJ Menteng, Central Jakarta City, Jakarta, Indonesia",Claim this business,Reviews
Food Republic Supplier,https://www.google.co.id/maps/place/Food+Republic+Supplier/,https://lh5.googleusercontent.com/p/AF1QipPQjKdcF84wUKiYABgXFDQg-izmd_-vus2SYZlF=w408-h544-k-no,Food products supplier,"Ruko Market Boulevard Blok RB No. 23, RT.22/RW.16, Kapuk, Kecamatan Cengkareng, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11720, Indonesia",foodrepublic.id,+62 852-8018-0757,"VP6R+9C Kapuk, West Jakarta City, Jakarta, Indonesia"
BAGOJA (Bakso Goreng Gajah) Pasar PIK,https://www.google.co.id/maps/place/BAGOJA+(Bakso+Goreng+Gajah)+Pasar+PIK/,https://lh5.googleusercontent.com/p/AF1QipNdZhT-Rt8MhGR1rAnbbi5lYV-XmU80UAxxWZs9=w408-h306-k-no,Bakso restaurant,"Pantai Indah Timur No.29-37, RT.4/RW.6, Kapuk Muara, Penjaringan, North Jakarta City, Jakarta 14460, Indonesia",Located in: Pantai Indah Kapuk Market,Opens at 6:00 am,+62 878-8815-83878
AJ Bakery & Cake,https://www.google.co.id/maps/place/AJ+Bakery+%26+Cake/,https://lh5.googleusercontent.com/p/AF1QipNX1sazI8himg1Yh-j94SO_dVflBbGHiCvdYE9Q=w426-h240-k-no,Bakery,"Jl. Boulevard Raya Blok DF II No.9-10, RT.4/RW.17, Klp. Gading Tim., Kec. Klp. Gading, Kota Jkt Utara, Daerah Khusus Ibukota Jakarta 14240, Indonesia",ajbakery.com,+62 21 4528467,"RVHX+27 East Kelapa Gading, North Jakarta City, Jakarta, Indonesia"
Pizza Hut Delivery - PHD Indonesia,https://www.google.co.id/maps/place/Pizza+Hut+Delivery+-+PHD+Indonesia/,https://lh5.googleusercontent.com/p/AF1QipO01YKCBNH_i3Nkzjb2nrabsR2XIBUnI2NbX7uO=w408-h272-k-no,Coffee stand,"Jl. Cikini Raya No.81 A, Cikini, Kec. Menteng, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10336, Indonesia",phd.co.id,+62 1 500 600,"RR5Q+2G Cikini, Central Jakarta City, Jakarta, Indonesia"
Bumbu Tabur - Bumbu Snack - Bumbu Keripik - Seasoning Powder,https://www.google.co.id/maps/place/Bumbu+Tabur+-+Bumbu+Snack+-+Bumbu+Keripik+-+Seasoning+Powder/,https://lh5.googleusercontent.com/p/AF1QipOdhnIFL7ddLstGCY5gXvgCNbFFqG_fVlL1z02i=w408-h544-k-no,Food products supplier,"Ruko Griya Bintara Indah Blok AA No 2, Bekasi Barat, Bekasi, RT.001/RW.008, Bintara, Bekasi Barat, Bekasi City, West Java 17134, Indonesia",bumbutabur.net,+62 857-8226-1322,"QX95+JH Bintara, Bekasi City, West Java, Indonesia"
Pizza Hut Delivery - PHD Indonesia,https://www.google.co.id/maps/place/Pizza+Hut+Delivery+-+PHD+Indonesia/,https://lh4.googleusercontent.com/proxy/doRro-HIJi77NW4ohMFXRNWE22btIQZlIvAcpmmxWhoJjRpHKV6eFEuWVW5Hkn9nemE5kVWVMN2XM5wXyuwP4PZTj6LzCV_pJBoMitGSoLeLGmga6kz4wX12R8sbIbBjvqWVHVQ730zM5wItZSQaflkSPzj6ng=w408-h527-k-no,Pizza takeaway,"Jl. Thamrin Residence No.D16, RT.4/RW.8, Kb. Melati, Kecamatan Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10230, Indonesia",phd.co.id,+62 1 500 600,"RR38+4W Kebon Melati, Central Jakarta City, Jakarta, Indonesia"
KiosUsaha.com,https://www.google.co.id/maps/place/KiosUsaha.com/,https://lh5.googleusercontent.com/p/AF1QipMPYKrAD8stB1Lhop6kDOPk7_ck7jdwQDbj8EOT=w408-h724-k-no,Corporate office,"Dpn Perum.The Residence Jalan Inpres IX No.1, RT.002/RW.07, Larangan Utara, Kec. Larangan, Kota Tangerang, Banten 15154, Indonesia",kiosusaha.com,+62 812-8998-341,"QP6F+Q4 North Larangan, Tangerang City, Banten, Indonesia"
Khasanah Sari,https://www.google.co.id/maps/place/Khasanah+Sari/,https://lh5.googleusercontent.com/p/AF1QipO4S5wPYKd2OMmRQ-877Lflq2SqJDTOWanrD5A0=w408-h546-k-no,Cake shop,"Jalan Bintara Raya No. 6A Rt. 02 Rw. 06, RT.004/RW.003, Bintara, Kec. Bekasi Bar., Kota Bks, Daerah Khusus Ibukota Jakarta 17134, Indonesia",khasanahsari.co.id,+62 21 89983740,"QXF4+PJ Bintara, Bekasi City, West Java, Indonesia"
Maison Weiner Cake Shop,https://www.google.co.id/maps/place/Maison+Weiner+Cake+Shop/,https://lh5.googleusercontent.com/p/AF1QipNUbyzuosaaudyELrpvalX1ls3LHX0nVkMZPYos=w408-h306-k-no,Bakery,"Jl. Kramat II No.2, RT.6/RW.7, Kwitang, Kec. Senen, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10420, Indonesia",+62 21 3906719,"RR9R+4V Kwitang, Central Jakarta City, Jakarta, Indonesia",Claim this business
MSmartshop Ol,https://www.google.co.id/maps/place/MSmartshop+Ol/,https://geo1.ggpht.com/cbk?panoid=iqGw_7HQnAURuPPYjb9axA&output=thumbnail&cb_client=search.gws-prod.gps&thumb=2&w=408&h=240&yaw=105.6833&pitch=0&thumbfov=100,Supermarket,"Pondok Gading Utama (Samping Gereja Bethel Indonesia ) GBI , Jl. Inkaso K No.20, RT.5/RW.16, Pegangsaan Dua, Kec. Klp. Gading, Kota Jkt Utara, Daerah Khusus Ibukota Jakarta 14240, Indonesia","RWJ7+5Q Pegangsaan Dua, North Jakarta City, Jakarta, Indonesia",Claim this business,Reviews
Djournal Coffee,https://www.google.co.id/maps/place/Djournal+Coffee/,https://lh5.googleusercontent.com/p/AF1QipND7iSxpHnIbDHx0E_bYlQQjggzjmiMGp2-RqE0=w408-h724-k-no,Cafe,"Jl. Sultan Iskandar Muda, RT.10/RW.6, Kby. Lama Utara, Kec. Kby. Lama, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12240, Indonesia",Open now:  9am–12am,ismaya.com,+62 21 27081866
OmahBungur,https://www.google.co.id/maps/place/OmahBungur/,https://lh5.googleusercontent.com/p/AF1QipPDVQ-yCXZdLvYE_TcWQrp5cwrvEJz53Y9HWUcT=w408-h408-k-no,Health food store,"Jl. Bungur Besar IV No.4A, RT.7/RW.4, Bungur, Kec. Senen, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10460, Indonesia",facebook.com,+62 812-1312-5236,"RRGV+VX Bungur, Central Jakarta City, Jakarta, Indonesia"
Kawan Supplies,https://www.google.co.id/maps/place/Kawan+Supplies/,https://lh5.googleusercontent.com/p/AF1QipPU8ojVrUPXgOth-_tsgywFgto9nAggeRReB4wk=w408-h408-k-no,Convenience store,"Jl. Agung Perkasa 14 Sunter No.18, Sunter Agung, Tj. Priok, Kota Jkt Utara, Daerah Khusus Ibukota Jakarta 14350, Indonesia",+62 851-5628-2977,"VV6F+79 Tanjung Priok, North Jakarta City, Jakarta, Indonesia",Reviews
DORE BY LETAO,https://www.google.co.id/maps/place/DORE+BY+LETAO/,https://lh5.googleusercontent.com/p/AF1QipMaXRrc9rosV3VWDECWLSj_j7546jkqdXmcG_Bg=w408-h306-k-no,Cake shop,"RT.6/RW.2, Kamal Muara, Penjaringan, North Jakarta City, Jakarta 14470, Indonesia",Located in: PIK Avenue,Open now:  10am–10pm,dorebyletao.com
Mozarella jakarta,https://www.google.co.id/maps/place/Mozarella+jakarta/,https://lh5.googleusercontent.com/p/AF1QipOT0_lgSpvfTkr7Sdmi2WKOHvaUcx3bkJm15Ldw=w408-h306-k-no,Food products supplier,Closed today,"Saung Gini
4.0(1)
Sundanese restaurant","Miss Juicy
No reviews
Restaurant","Gazebo Saung
No reviews
Log home builder"
KUKIKU Cakes and Cookies,https://www.google.co.id/maps/place/KUKIKU+Cakes+and+Cookies/,https://lh5.googleusercontent.com/p/AF1QipNhH-upBJG8tyoGUoaSgEF4oVn1SooZNFhSUBhj=w408-h306-k-no,Cake shop,"Perumahan Fortune Garden Blok C4 No.26, Jl. Kp. Pamahan Setya Mulya No.RT.04/08, Setiamulya, Kec. Tarumajaya, Bekasi, Jawa Barat 17213, Indonesia",business.site,+62 877-7555-5822,"VX8V+6Q Setiamulya, Bekasi, West Java, Indonesia"
Lauw Bakery,https://www.google.co.id/maps/place/Lauw+Bakery/,https://lh5.googleusercontent.com/p/AF1QipNEFiHbCA8QuZTRByzAtfcldaq3_eXwhWziZmuO=w408-h306-k-no,Bakery,"Jl. RS. Fatmawati Raya No.42, RT.9/RW.7, Cipete Utara, Kec. Kby. Baru, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12150, Indonesia",+62 21 7398290,"PQQW+XQ North Cipete, South Jakarta City, Jakarta, Indonesia",Claim this business
Toko Diana Bakery - Harapan Jaya,https://www.google.co.id/maps/place/Toko+Diana+Bakery+-+Harapan+Jaya/,https://lh5.googleusercontent.com/p/AF1QipNL69u0RghHvEvSWbRxuzoWnt5_n1K-MMvpyXtI=w408-h544-k-no,Bakery,"Jl. Cemara Permai Blok No.A-159, RT.005/RW.010, Harapan Jaya, Kec. Bekasi Utara, Kota Bks, Jawa Barat 17124, Indonesia",Menu,dianabakery.id,+62 851-0040-5528
The People's Cafe,https://www.google.co.id/maps/place/The+People's+Cafe/,https://lh5.googleusercontent.com/p/AF1QipO8H8au2onbOX6c4irXTcc1Jf2G0F7gMhbeNlWJ=w408-h306-k-no,Cafe,"Jl. Sultan Iskandar Muda, RT.10/RW.6, Kby. Lama Utara, Kec. Kby. Lama, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12240, Indonesia",Closing soon:  10am–8pm,ismaya.com,+62 21 29304018
Toko Diana Bakery - Pejuang,https://www.google.co.id/maps/place/Toko+Diana+Bakery+-+Pejuang/,https://lh5.googleusercontent.com/p/AF1QipPE-GoIow-WLh7VvYHY2oaxqmozZicLmO7Js3E3=w427-h240-k-no,Bakery,"Jl. Raya Pejuang No.680, Pejuang, Kecamatan Medan Satria, Kota Bks, Jawa Barat 17131, Indonesia",Menu,dianabakery.id,+62 813-8134-4080
Kue Kering Jakarta,https://www.google.co.id/maps/place/Kue+Kering+Jakarta/,https://geo1.ggpht.com/cbk?panoid=Mpo5PKDj3sp8iG4aH0aq-A&output=thumbnail&cb_client=search.gws-prod.gps&thumb=2&w=408&h=240&yaw=90.49405&pitch=0&thumbfov=100,Cake shop,"Jl. H. Samali Graha Samali No.17, RT.17/RW.1, Kalibata, Kec. Ps. Minggu, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12520, Indonesia",+62 811-1209-797,"PRMQ+HX Kalibata, South Jakarta City, Jakarta, Indonesia","Monami Bakery - Tebet
4.4(249)
Bakery"
Dapur Bunda Inan,https://www.google.co.id/maps/place/Dapur+Bunda+Inan/,https://lh5.googleusercontent.com/p/AF1QipNPJ4yHdlsKhUdiqUdJvGIqmHEwRbp1HqpGs58O=w408-h408-k-no,Cake shop,"Jl. Meteorologi, RT.002/RW.011, Tanah Tinggi, Kec. Tangerang, Kota Tangerang, Banten 15119, Indonesia",+62 822-2639-0009,"RJGX+R6 Tanah Tinggi, Tangerang City, Banten, Indonesia",Claim this business
Agen keju Mozarella Bekasi timur,https://www.google.co.id/maps/place/Agen+keju+Mozarella+Bekasi+timur/,https://lh5.googleusercontent.com/p/AF1QipODp4vYTeCv-yHQZcyX6rKyX1bhREHNcaqcXvjD=w408-h533-k-no,Frozen food manufacturer,"Jl. P. Yapen XIII Jl. Perumnas 3 Bekasi No.375, RT.002/RW.008, Aren Jaya, Kec. Bekasi Tim., Kota Bks, Jawa Barat 17111, Indonesia",+62 822-1047-2070,"Q26R+69 Aren Jaya, Bekasi City, West Java, Indonesia",Reviews
PT Petra Sejahtera Abadi,https://www.google.co.id/maps/place/PT+Petra+Sejahtera+Abadi/,https://lh5.googleusercontent.com/p/AF1QipOWC7YpMzkOHCEx7P5YFjvrkA0U4E20CZTLmSfI=w720-h240-k-no,Frozen food manufacturer,"Komplek Multiguna Blok F18, Jl. Raya Serpong No.KM.7, Pakualam, Serpong, Kota Tangerang Selatan, Banten 15324, Indonesia",petrasejahteraabadi.co.id,+62 21 5397377,"QJ8X+P4 Pakualam, South Tangerang City, Banten, Indonesia"
"Lokal Deli - Como Park, Kemang","https://www.google.co.id/maps/place/Lokal+Deli+-+Como+Park,+Kemang/",https://lh5.googleusercontent.com/p/AF1QipP5avEFEzm9_6s4aDpkmzooOtUoKaBJpO-IKyzp=w540-h240-k-no,Coffee shop,"Jl. Kemang Timur No.998, RW.3, Pejaten Bar., Kec. Mampang Prpt., Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12730, Indonesia",lokaldeli.business.site,+62 812-9410-8099,"PRGC+XG West Pejaten, South Jakarta City, Jakarta, Indonesia"
SaladbLoom,https://www.google.co.id/maps/place/SaladbLoom/,https://lh5.googleusercontent.com/p/AF1QipM90MHt1Hv_Oq5LyaKxPb81H5WhVD3A_iVCeM4V=w408-h408-k-no,Deli,"Jl. Permai Timur IV F2 No.10, West Jurang Manggu, Pondok Aren, South Tangerang City, Banten 15223, Indonesia",+62 877-7126-1980,"PPRF+3M West Jurang Manggu, South Tangerang City, Banten, Indonesia",Reviews
Mie Ayam Gondangdia,https://www.google.co.id/maps/place/Mie+Ayam+Gondangdia/,https://lh5.googleusercontent.com/p/AF1QipPMyC5y0xaswUAnTpKDU646Ng5-aOc0i9cdu2h9=w408-h306-k-no,Chinese restaurant,"Jl. RP. Soeroso No.36, RW.5, Cikini, Kec. Menteng, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10350, Indonesia",mieayamgondangdia.com,+62 21 31937835,"RR5P+G9 Cikini, Central Jakarta City, Jakarta, Indonesia"
Mie Makmur PD,https://www.google.co.id/maps/place/Mie+Makmur+PD/,https://geo2.ggpht.com/cbk?panoid=rnc_rcvwzGX-89IGvcZUhw&output=thumbnail&cb_client=search.gws-prod.gps&thumb=2&w=408&h=240&yaw=84.49134&pitch=0&thumbfov=100,Food products supplier,"Kalilio 35 Senen, Jakarta Pusat, RT.10/RW.4, Senen, Kec. Senen, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10460, Indonesia","RRGR+RF Senen, Central Jakarta City, Jakarta, Indonesia",Claim this business,"Mie Mentah
4.2(39)
Noodle Shop"
Mie Ayam Enak,https://www.google.co.id/maps/place/Mie+Ayam+Enak/,https://lh5.googleusercontent.com/p/AF1QipOmWTOZBeVF9JGBLUjuVSiq_vQKPZ8guBXSK6UH=w408-h306-k-no,Noodle shop,"Jl. Kramat Jaya Baru IV No.305, RT.14/RW.1, Johar Baru, Kec. Johar Baru, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10560, Indonesia","RV83+4J Johar Baru, Central Jakarta City, Jakarta, Indonesia",Claim this business,Reviews
Mie Ayam 76,https://www.google.co.id/maps/place/Mie+Ayam+76/,https://lh5.googleusercontent.com/p/AF1QipMEgD3-aFl2-nOveOhogBWQp9mPOtJnU1Pd0Rlx=w426-h240-k-no,Cafe,"Thamrin City Lantai 3 Food court #76 Jalan Kebon Kacang Tanah Abang, Jakarta Pusat, Kb. Melati, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10240, Indonesia",Opens at 10:00 am,+62 812-1920-5235,"RR48+5M Kebon Melati, Central Jakarta City, Jakarta, Indonesia"
Mie Rama Jember Cabang Jakarta,https://www.google.co.id/maps/place/Mie+Rama+Jember+Cabang+Jakarta/,https://lh5.googleusercontent.com/p/AF1QipN7gl5d0Or-ez6qiCzQgcXUYdXdEmX9BxCJ_-Ll=w408-h261-k-no,Noodle shop,"Jl. Kartini VIII A No.6 RW. 004, RT.10/RW.4, Kartini, Kecamatan Sawah Besar, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10750, Indonesia",mieramajember.business.site,+62 813-1577-9996,"RRWM+VF Kartini, Central Jakarta City, Jakarta, Indonesia"
Mie Ayam Kali Baru Mitra,https://www.google.co.id/maps/place/Mie+Ayam+Kali+Baru+Mitra/,https://lh5.googleusercontent.com/p/AF1QipMIqB6p4vqxBPySmB5lkqyKFAVBASyCmKQsHhGr=w408-h403-k-no,Noodle shop,"Jl. Kali Baru Timur III No.26A, RT.9/RW.9, Bungur, Kec. Senen, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10460, Indonesia",+62 21 4208448,"RRHX+74 Bungur, Central Jakarta City, Jakarta, Indonesia",Claim this business
Mie Ayam Bang Bedo,https://www.google.co.id/maps/place/Mie+Ayam+Bang+Bedo/,https://lh5.googleusercontent.com/p/AF1QipNGhqbPJrS2emY_eJlV2kNZyGcbvoZ_ILeBRRIS=w426-h240-k-no,Noodle shop,"Jl. Kramat Kwitang 1H No.mor 27, RT.5/RW.5, Kwitang, Kec. Senen, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10420, Indonesia",+62 812-2727-2712,"RR8Q+7R Kwitang, Central Jakarta City, Jakarta, Indonesia",Claim this business
RM Cut Nyak,https://www.google.co.id/maps/place/RM+Cut+Nyak/,https://lh5.googleusercontent.com/p/AF1QipOyIMLa1fWuCb7VXwVKBf_0WHkcEcf5mWsCsb-i=w408-h544-k-no,Noodle shop,"Jalan Danau Limboto Blok D2 No. 2, Bendunga Hilir Tanah Abang, RT.16/RW.4, Bend. Hilir, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10210, Indonesia",warung-cut-nyak.business.site,+62 813-1143-5123,"QRR5+H2 Bendungan Hilir, Central Jakarta City, Jakarta, Indonesia"
Mie Kangkung Berkat,https://www.google.co.id/maps/place/Mie+Kangkung+Berkat/,https://lh4.googleusercontent.com/proxy/RP6Uo6NorOzKU_vroq16_eSLg-9pkDtpSz8ThU0wkJxqWhGq0WFK94PWj7Rdz4Da9inXJ3LE_BL687F0SQKkGwZHm4356BePZC3LYhDNW2PMq_4mT-xMHSMs-t7_C-F69HkTLU9UDJW3a5cZIyMADddZIU8v_A=w408-h306-k-no,Noodle shop,"Jl. Gereja Ayam No.13, RT.1/RW.3, Ps. Baru, Kecamatan Sawah Besar, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10710, Indonesia",Opens at 12:00 pm,"RRQM+CH Pasar Baru, Central Jakarta City, Jakarta, Indonesia",Claim this business
Mie Ayam Gamat,https://www.google.co.id/maps/place/Mie+Ayam+Gamat/,https://lh5.googleusercontent.com/p/AF1QipOB0Fesc518GmRDChjH-Lytf-5oEC8uOpq7YyVE=w408-h306-k-no,Noodle shop,"Jl. Danau Toba No.A49, RT.4/RW.4, Bend. Hilir, Kecamatan Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10210, Indonesia",+62 815-8064-388,"QRR5+XM Bendungan Hilir, Central Jakarta City, Jakarta, Indonesia",Reviews
Mie Keriting Luwes,https://www.google.co.id/maps/place/Mie+Keriting+Luwes/,https://lh5.googleusercontent.com/p/AF1QipP6Z9cVjvONolnttS7cvm6HOnl3zU_SblNOpEra=w408-h306-k-no,Noodle shop,"Kampung Makan, Jl. Kendal No.22, RT.10/RW.6, Dukuh Atas, Menteng, Kec. Menteng, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10310, Indonesia",Closing soon:  6:30am–8pm,business.site,+62 815-1861-329
MIE AYAM GG LILIN,https://www.google.co.id/maps/place/MIE+AYAM+GG+LILIN/,https://lh5.googleusercontent.com/p/AF1QipPnkeanzk07WJBltWB4oRe0-3_riGZAhBeXAzGB=w428-h240-k-no,Noodle shop,"Jl. Gn. Sahari XI Pasar Gang Lilin, RT.15/RW.3, Gn. Sahari Utara, Kecamatan Sawah Besar, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10720, Indonesia",mieayamgglilin.blogspot.com,+62 838-7559-8979,"RRXP+H8 North Gunung Sahari, Central Jakarta City, Jakarta, Indonesia"
Tahu Jeletot Taisi,https://www.google.co.id/maps/place/Tahu+Jeletot+Taisi/,https://lh5.googleusercontent.com/p/AF1QipM_f4SbgAYke9LK6i4A6Jw2cPEvu0Gu-1_UgqUK=w408-h544-k-no,Tofu restaurant,"Kevin futsal, Jl. Kramat II No.17, RT.1/RW.8, Kwitang, Kec. Senen, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10420, Indonesia",tahujeletot.com,+62 813-9621-3150,"RR8R+WH Kwitang, Central Jakarta City, Jakarta, Indonesia"
Seblak Jeletot Mpok Adek,https://www.google.co.id/maps/place/Seblak+Jeletot+Mpok+Adek/,https://lh5.googleusercontent.com/p/AF1QipOTW4I8tD8XhEDlCHWZcGsaxo1DAalOJCNHBOg0=w408-h306-k-no,Javanese restaurant,"Jl. Benyamin Suaeb No.4, RT.13/RW.6, Kb. Kosong, Kec. Kemayoran, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 14410, Indonesia",+62 812-1988-0995,"RVQ2+5X Kebon Kosong, Central Jakarta City, Jakarta, Indonesia",Claim this business
seblak hot jeletot alalun tanah abang,https://www.google.co.id/maps/place/seblak+hot+jeletot+alalun+tanah+abang/,https://lh5.googleusercontent.com/p/AF1QipMjpj9Oqqq2zs5gROFtqFIal_P86t9nOQ8T7fpX=w408-h544-k-no,Deli,"Jl. Jati Bunder No.1 no. 24, RT.10/RW.9, Kb. Kacang, Tanahabang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10240, Indonesia","RR67+27 Kebon Kacang, Central Jakarta City, Jakarta, Indonesia",About this data,
Seblak Jeletet Murni,https://www.google.co.id/maps/place/Seblak+Jeletet+Murni/,https://lh5.googleusercontent.com/p/AF1QipO1CEVAzchZL4bWoCm03cJQLJDH-qA2N9zg16MR=w408-h306-k-no,Sundanese restaurant,"Jl. Pademangan Raya No.RT.3, RT.5/RW.9, Pademangan Tim., Kec. Pademangan, Kota Jkt Utara, Daerah Khusus Ibukota Jakarta 10720, Indonesia",business.site,+62 812-1087-1246,"VR5Q+JR East Pademangan, North Jakarta City, Jakarta, Indonesia"
Tahu Jeletot Taisi,https://www.google.co.id/maps/place/Tahu+Jeletot+Taisi/,https://lh5.googleusercontent.com/p/AF1QipMILW4kPWFF_e953NtP6aW5DZ16NZBfADj7S7Iy=w626-h240-k-no,Restaurant,"Jl. Sawah Lio No.3b, RT.1/RW.5, Jemb. Lima, Jakarta, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11250, Indonesia",+62 813-3777-6595,"VR32+5H Jembatan Lima, West Jakarta City, Jakarta, Indonesia",About this data
